spool,piecemark,material,issued,priority_group,priority,area,iso,detailing,checking,shop,on_hold,multiplier,items,missing,missingsupports,missingvalves,missingpipe,missingfittings,missingflanges,workable,pulled,weldout,rts,rtsc,stc,delivered,lifespan,i_p,p_w,w_stc,stc_rts,rts_d_p,w_d_p,w_rtsc,rtsc_stc,w_rts,rts_d_np,w_d_np
955-1,MK-000-P-9381-40-1,CS,3/3/2020,,2,40,955,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/7/2020,3/25/2020,,3/16/2020,3/26/2020,23,2,2,9,9,1,19,,,,,
955-2,MK-000-P-9381-40-2,CS,2/18/2020,,2,40,955,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/18/2020,2/24/2020,3/17/2020,3/5/2020,3/6/2020,3/23/2020,34,0,6,11,11,6,28,10,1,,,
955-3,MK-000-P-9381-40-3,CS,2/13/2020,,2,40,955,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/13/2020,2/15/2020,3/3/2020,2/18/2020,2/19/2020,3/5/2020,21,0,2,4,13,2,19,3,1,,,
956-1,MK-000-P-9381-41-1,CS,2/18/2020,,2,40,956,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/18/2020,2/25/2020,3/12/2020,3/2/2020,3/3/2020,3/17/2020,28,0,7,7,9,5,21,6,1,,,
956-2,MK-000-P-9381-41-2,CS,2/13/2020,,2,40,956,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/13/2020,2/18/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,29,0,5,7,14,3,24,7,0,,,
957-1,MK-000-P-9383-40-1,CS,2/18/2020,,2,40,957,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/18/2020,2/22/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,24,0,4,3,14,3,20,3,0,,,
957-2,MK-000-P-9383-40-2,CS,2/18/2020,,2,40,957,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/18/2020,2/19/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,24,0,1,6,14,3,23,6,0,,,
958-1,MK-000-P-9383-41-1,CS,2/18/2020,,2,40,958,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/18/2020,2/28/2020,3/17/2020,3/5/2020,3/6/2020,3/23/2020,34,0,10,7,11,6,24,6,1,,,
958-2,MK-000-P-9383-41-2,CS,2/13/2020,,2,40,958,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/13/2020,2/26/2020,3/12/2020,3/2/2020,3/3/2020,3/17/2020,33,0,13,6,9,5,20,5,1,,,
959-1,MK-000-P-9383-42-1,CS,3/3/2020,,2,40,959,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/7/2020,3/25/2020,,3/17/2020,3/26/2020,23,2,2,10,8,1,19,,,,,
960-1,MK-000-P-9584-60-1,CS,2/13/2020,,6,60,960,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/13/2020,2/17/2020,3/3/2020,2/18/2020,2/19/2020,3/5/2020,21,0,4,2,13,2,17,1,1,,,
961-1,MK-000-P-9765-80-1,CS,2/20/2020,,4,80,961,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/2/2020,3/5/2020,3/26/2020,3/13/2020,3/17/2020,3/30/2020,39,11,3,12,9,4,25,8,4,,,
961-2,MK-000-P-9765-80-2,CS,2/20/2020,,4,80,961,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/2/2020,3/13/2020,3/26/2020,3/16/2020,3/18/2020,3/30/2020,39,11,11,5,8,4,17,3,2,,,
962-1,MK-000-P-9765-82-1,CS,2/28/2020,,4,80,962,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/3/2020,3/5/2020,3/23/2020,,3/13/2020,4/1/2020,33,4,2,8,10,9,27,,,,,
963-1,MK-000-P-9782-40-1,CS,2/18/2020,,2,40,963,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/18/2020,2/20/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,24,0,2,5,14,3,22,5,0,,,
964-1,MK-000-P-20005-60-1,CS,2/28/2020,,6,60,964,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/3/2020,3/4/2020,3/19/2020,3/9/2020,3/10/2020,3/26/2020,27,4,1,6,9,7,22,5,1,,,
964-2,MK-000-P-20005-60-2,CS,2/19/2020,,6,60,964,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/27/2020,3/23/2020,,3/5/2020,3/26/2020,36,1,7,7,18,3,28,,,,,
965-1,MK-000-P-20006-60-1,CS,2/18/2020,,6,60,965,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/25/2020,3/12/2020,3/2/2020,3/3/2020,3/17/2020,28,1,6,7,9,5,21,6,1,,,
966-1,MK-000-P-20007-60-1,CS,3/3/2020,,6,60,966,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/6/2020,3/9/2020,3/25/2020,,3/12/2020,3/26/2020,23,3,3,3,13,1,17,,,,,
966-2,MK-000-P-20007-60-2,CS,2/24/2020,,6,60,966,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/27/2020,2/29/2020,3/17/2020,,3/4/2020,3/19/2020,24,3,2,4,13,2,19,,,,,
967-1,MK-000-P-20035-60-1,CS,2/18/2020,,6,60,967,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/26/2020,,3/1/2020,3/2/2020,3/17/2020,28,3,5,5,,,20,4,1,,,
967-2,MK-000-P-20035-60-2,CS,2/13/2020,,6,60,967,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/13/2020,2/19/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,29,0,6,6,14,3,23,6,0,,,
968-1,MK-000-S5-9408-31-1,CS,3/20/2020,,3,30,968,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/20/2020,3/24/2020,,4/8/2020,4/9/2020,5/20/2020,61,0,4,16,,,57,15,1,,,
969-1,MK-000-S5-9408-32-1,CS,2/20/2020,,3,30,969,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/19/2020,3/21/2020,4/2/2020,3/23/2020,3/24/2020,4/6/2020,46,28,2,3,9,4,16,2,1,,,
970-1,MK-000-S5-9709-30-1,CS,2/18/2020,,3,30,970,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/27/2020,3/17/2020,3/3/2020,3/6/2020,3/23/2020,34,1,8,8,11,6,25,5,3,,,
970-2,MK-000-S5-9709-30-2,CS,3/4/2020,,3,30,970,ISS,ISS,M,,2,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/10/2020,3/23/2020,,3/13/2020,4/1/2020,28,1,5,3,10,9,22,,,,,
971-1,MK-000-S5-9709-32-1,CS,2/18/2020,,3,30,971,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/21/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,24,1,2,4,14,3,21,4,0,,,
971-2,MK-000-S5-9709-32-2,CS,3/4/2020,,3,30,971,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/10/2020,3/23/2020,,3/13/2020,4/1/2020,28,1,5,3,10,9,22,,,,,
972-1,MK-000-S5-9772-30-1,CS,3/4/2020,,3,30,972,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/9/2020,3/23/2020,,3/13/2020,4/1/2020,28,1,4,4,10,9,23,,,,,
973-1,MK-000-S5-20147-60-1,CS,3/4/2020,,6,60,973,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/17/2020,3/17/2020,3/31/2020,,3/18/2020,4/15/2020,42,13,0,1,13,15,29,,,,,
974-1,MK-000-S5-20147-61-1,CS,3/4/2020,,6,60,974,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/9/2020,3/23/2020,,3/13/2020,4/1/2020,28,1,4,4,10,9,23,,,,,
974-2,MK-000-S5-20147-61-2,CS,3/26/2020,,6,60,974,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/26/2020,3/29/2020,,4/8/2020,4/9/2020,5/20/2020,55,0,3,11,,,52,10,1,,,
975-1,MK-000-S5-20147-62-1,CS,3/4/2020,,6,60,975,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/9/2020,3/23/2020,,3/13/2020,4/1/2020,28,1,4,4,10,9,23,,,,,
976-1,MK-000-SC-9422-80-1,CS,2/18/2020,,4,80,976,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/25/2020,3/17/2020,3/3/2020,3/6/2020,3/23/2020,34,1,6,10,11,6,27,7,3,,,
977-1,MK-000-SC-20250-60-1,CS,3/9/2020,,6,60,977,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2020,3/11/2020,3/25/2020,,3/16/2020,3/26/2020,17,1,1,5,9,1,15,,,,,
977-2,MK-000-SC-20250-60-2,CS,2/18/2020,,6,60,977,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/23/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,24,3,2,2,14,3,19,2,0,,,
978-1,MK-000-WF-9672-80-1,CS,2/20/2020,,4,80,978,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/2/2020,3/8/2020,3/22/2020,3/11/2020,3/12/2020,3/12/2020,21,11,6,4,10,,4,3,1,,,
978-2,MK-000-WF-9672-80-2,CS,3/13/2020,,4,80,978,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/13/2020,3/16/2020,4/2/2020,3/23/2020,3/24/2020,4/6/2020,24,0,3,8,9,4,21,7,1,,,
979-1,MK-000-WF-9759-30-1,CS,3/9/2020,,3,30,979,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2020,3/12/2020,3/25/2020,,3/16/2020,3/26/2020,17,1,2,4,9,1,14,,,,,
979-2,MK-000-WF-9759-30-2,CS,2/18/2020,,3,30,979,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/26/2020,,3/1/2020,3/2/2020,3/17/2020,28,1,7,5,,,20,4,1,,,
980-1,MK-000-WP-20244-60-1,CS,3/13/2020,,6,60,980,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/13/2020,3/17/2020,4/2/2020,3/23/2020,3/24/2020,4/6/2020,24,0,4,7,9,4,20,6,1,,,
980-2,MK-000-WP-20244-60-2,CS,3/13/2020,,6,60,980,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/13/2020,3/17/2020,4/2/2020,3/23/2020,3/24/2020,4/6/2020,24,0,4,7,9,4,20,6,1,,,
980-3,MK-000-WP-20244-60-3,CS,3/13/2020,,6,60,980,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/13/2020,3/17/2020,4/2/2020,3/23/2020,3/24/2020,4/6/2020,24,0,4,7,9,4,20,6,1,,,
981-1,MK-000-WP-20245-60-1,CS,3/9/2020,,6,60,981,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2020,3/12/2020,3/25/2020,,3/17/2020,3/26/2020,17,1,2,5,8,1,14,,,,,
981-2,MK-000-WP-20245-60-2,CS,3/9/2020,,6,60,981,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2020,3/12/2020,3/25/2020,,3/16/2020,3/26/2020,17,1,2,4,9,1,14,,,,,
981-3,MK-000-WP-20245-60-3,CS,3/9/2020,,6,60,981,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2020,3/12/2020,3/25/2020,,3/16/2020,3/26/2020,17,1,2,4,9,1,14,,,,,
981-4,MK-000-WP-20245-60-4,CS,2/26/2020,,6,60,981,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,3/7/2020,3/26/2020,3/13/2020,3/18/2020,3/30/2020,33,2,8,11,8,4,23,6,5,,,
982-1,MK-000-P-9901-70-1,CS,2/24/2020,,1,70,982,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,2/28/2020,,3/1/2020,3/2/2020,3/17/2020,22,4,0,3,,,18,2,1,,,
983-1,MK-000-P-9901-75-1,CS,2/24/2020,,1,70,983,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,2/28/2020,,3/1/2020,3/2/2020,3/17/2020,22,4,0,3,,,18,2,1,,,
984-1,MK-000-P-9901-76-1,CS,2/24/2020,,1,70,984,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,2/28/2020,,3/1/2020,3/2/2020,3/17/2020,22,4,0,3,,,18,2,1,,,
985-1,MK-000-P-9903-70-1,CS,2/24/2020,,1,70,985,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,2/28/2020,,3/1/2020,3/2/2020,3/17/2020,22,4,0,3,,,18,2,1,,,
986-1,MK-000-P-9903-74-1,CS,3/9/2020,,1,70,986,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2020,3/10/2020,3/26/2020,3/13/2020,3/17/2020,3/30/2020,21,1,0,7,9,4,20,3,4,,,
987-1,MK-000-P-9905-10-1,SS,2/24/2020,,5,10,987,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/24/2020,2/25/2020,3/3/2020,,,3/10/2020,15,0,1,,,,,,,7,7,14
988-1,MK-000-P-9906-10-1,SS,2/24/2020,,5,10,988,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/24/2020,2/25/2020,3/3/2020,,,3/10/2020,15,0,1,,,,,,,7,7,14
989-1,MK-000-P-9907-30-1,CS,2/24/2020,,3,30,989,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,2/28/2020,,3/1/2020,3/2/2020,3/17/2020,22,4,0,3,,,18,2,1,,,
990-1,MK-000-P-9907-31-1,CS,2/24/2020,,3,30,990,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,2/28/2020,,3/1/2020,3/2/2020,3/17/2020,22,4,0,3,,,18,2,1,,,
991-1,MK-000-P-9908-30-1,CS,2/24/2020,,3,30,991,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,2/28/2020,,3/1/2020,3/2/2020,3/17/2020,22,4,0,3,,,18,2,1,,,
992-1,MK-000-P-9908-32-1,CS,2/24/2020,,3,30,992,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,2/28/2020,,3/1/2020,3/2/2020,3/17/2020,22,4,0,3,,,18,2,1,,,
993-1,MK-000-P-9909-80-1,SS,2/24/2020,,4,80,993,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/24/2020,2/25/2020,,3/10/2020,3/11/2020,3/30/2020,35,0,1,15,,,34,14,1,,,
994-1,MK-000-P-9909-82-1,SS,2/24/2020,,4,80,994,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/24/2020,2/25/2020,,3/10/2020,3/11/2020,3/30/2020,35,0,1,15,,,34,14,1,,,
995-1,MK-000-P-9919-42-1,CS,2/24/2020,,2,40,995,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,2/28/2020,,3/1/2020,3/2/2020,3/17/2020,22,4,0,3,,,18,2,1,,,
996-1,MK-000-P-9919-43-1,CS,2/24/2020,,2,40,996,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,2/28/2020,,3/1/2020,3/2/2020,3/17/2020,22,4,0,3,,,18,2,1,,,
997-1,MK-000-P-9942-70-1,CS,2/24/2020,,1,70,997,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/28/2020,2/28/2020,3/24/2020,,,3/30/2020,35,4,0,,,,,,,25,6,31
998-1,MK-000-P-9943-20-1,SS,4/9/2020,,7,20,998,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
999-1,MK-000-P-9943-21-1,SS,4/9/2020,,7,20,999,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1000-1,MK-000-P-9943-22-1,SS,2/20/2020,,7,20,1000,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/24/2020,2/28/2020,,,3/2/2020,11,1,3,,,,,,,4,3,7
1001-1,MK-000-P-9943-23-1,SS,4/9/2020,,7,20,1001,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1002-1,MK-000-P-9944-20-1,SS,4/9/2020,,7,20,1002,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1003-1,MK-000-P-9944-21-1,SS,4/9/2020,,7,20,1003,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1004-1,MK-000-P-9944-22-1,SS,4/9/2020,,7,20,1004,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1005-1,MK-000-P-9944-23-1,SS,4/9/2020,,7,20,1005,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1006-1,MK-000-P-9945-20-1,SS,4/9/2020,,7,20,1006,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1007-1,MK-000-P-9945-21-1,SS,4/9/2020,,7,20,1007,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1008-1,MK-000-P-9945-22-1,SS,4/9/2020,,7,20,1008,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1009-1,MK-000-P-9945-23-1,SS,4/9/2020,,7,20,1009,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1010-1,MK-000-P-9946-20-1,SS,4/9/2020,,7,20,1010,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1011-1,MK-000-P-9946-21-1,SS,4/9/2020,,7,20,1011,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1012-1,MK-000-P-9946-22-1,SS,4/9/2020,,7,20,1012,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/15/2020,,,,4/22/2020,13,4,2,,,,,,,,,7
1013-1,MK-000-P-9946-23-1,SS,4/9/2020,,7,20,1013,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/16/2020,4/20/2020,,,,6/3/2020,55,7,4,,,,,,,,,44
1014-1,MK-000-GLR-20200-62-1,CS,3/13/2020,,6,60,1014,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/13/2020,3/16/2020,4/2/2020,3/23/2020,3/24/2020,4/6/2020,24,0,3,8,9,4,21,7,1,,,
1015-1,MK-000-NG-9603-60-1,CS,3/9/2020,,6,60,1015,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2020,3/12/2020,3/25/2020,,3/17/2020,3/26/2020,17,1,2,5,8,1,14,,,,,
1016-1,MK-000-P-20070-61-1,CS,2/24/2020,,6,60,1016,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/26/2020,2/28/2020,3/17/2020,,3/4/2020,3/19/2020,24,2,2,5,13,2,20,,,,,
1017-1,MK-000-POWS-20258-60-1,CS,3/4/2020,,6,60,1017,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/10/2020,3/23/2020,,3/13/2020,4/1/2020,28,1,5,3,10,9,22,,,,,
1018-1,MK-000-POWS-20259-60-1,CS,3/4/2020,,6,60,1018,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/9/2020,3/23/2020,,3/13/2020,4/1/2020,28,1,4,4,10,9,23,,,,,
1019-1,MK-000-POWS-20260-60-1,CS,3/4/2020,,6,60,1019,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/10/2020,3/23/2020,,3/13/2020,4/1/2020,28,1,5,3,10,9,22,,,,,
1020-1,6973-1020-1,SS,3/25/2020,,MT,MT,1020,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/25/2020,4/20/2020,,,,6/3/2020,70,0,26,,,,,,,,,44
1021-1,6973-1021-1,SS,3/25/2020,,MT,MT,1021,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/23/2020,5/5/2020,,,,6/4/2020,71,29,12,,,,,,,,,30
1022-1,6973-1022-1,SS,3/25/2020,,MT,MT,1022,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/25/2020,4/1/2020,,,,4/22/2020,28,0,7,,,,,,,,,21
1023-1,6973-1023-1,SS,3/25/2020,,MT,MT,1023,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/25/2020,4/1/2020,,,,4/22/2020,28,0,7,,,,,,,,,21
1024-1,6973-1024-1,SS,3/25/2020,,MT,MT,1024,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/25/2020,4/1/2020,,,,4/22/2020,28,0,7,,,,,,,,,21
1025-1,6973-1025-1,SS,3/25/2020,,MT,MT,1025,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/25/2020,4/1/2020,,,,4/22/2020,28,0,7,,,,,,,,,21
1026-1,6973-1026-1,SS,3/25/2020,,MT,MT,1026,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/25/2020,4/8/2020,,,,4/22/2020,28,0,14,,,,,,,,,14
1027-1,6973-1027-1,SS,3/25/2020,,MT,MT,1027,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/25/2020,4/7/2020,,,,4/22/2020,28,0,13,,,,,,,,,15
1028-1,6973-1028-1,SS,3/25/2020,,MT,MT,1028,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/25/2020,4/9/2020,,,,4/22/2020,28,0,15,,,,,,,,,13
1029-1,6973-1029-1,SS,3/25/2020,,MT,MT,1029,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/25/2020,4/8/2020,,,,4/22/2020,28,0,14,,,,,,,,,14
1030-1,6973-1030-1,SS,3/25/2020,,MT,MT,1030,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/25/2020,4/7/2020,,,,4/22/2020,28,0,13,,,,,,,,,15
1031-1,6973-1031-1,SS,3/25/2020,,MT,MT,1031,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/30/2020,4/9/2020,,,,4/22/2020,28,5,10,,,,,,,,,13
1032-1,6973-1032-1,SS,3/25/2020,,MT,MT,1032,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/30/2020,4/9/2020,,,,4/22/2020,28,5,10,,,,,,,,,13
1033-1,6973-1033-1,SS,3/25/2020,,MT,MT,1033,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/30/2020,4/8/2020,,,,4/22/2020,28,5,9,,,,,,,,,14
1034-1,6973-1034-1,SS,3/25/2020,,MT,MT,1034,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/27/2020,6/2/2020,,,,6/11/2020,78,33,36,,,,,,,,,9
1035-1,6973-1035-1,SS,3/25/2020,,MT,MT,1035,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/14/2020,5/21/2020,,,,6/10/2020,77,50,7,,,,,,,,,20
1036-1,6973-1036-1,SS,3/25/2020,,MT,MT,1036,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/6/2020,5/4/2020,,,,,,12,28,,,,,,,,,
1037-1,6973-1037-1,SS,3/25/2020,,MT,MT,1037,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/23/2020,5/4/2020,,,,6/3/2020,70,29,11,,,,,,,,,30
