Sheetsketc,Pcmkipcmar,Sheetrefdw,Sheetclien,Sheetclie1,Sheetlinen,Sheetpaint,Sheettopco,Sheetprior,Sheetprio1,Pulltranda,_1fittrand,Ffittranda,Wouttranda,Strestrand,Bastrandat,Sqctrandat,Cqctrandat,Rtctrandat,Stctrandat,Atstrandat,Rtstrandat,Sitetranda,Idfilloadn,Sheetbomco,Sheetlines,Sheetphase,Idfilonhol,Idfiloffho,Sheetshoph,Hydrotrand,Jobsjobpla,Sheetcusts,Sheettrans,Sheetpwht,Sheetpmi,Sheetfabco,Pcmkiitemw,Sheetsum_f,Sheetrevle
      91-1,PK104XA-CNV-3522A.01-1        ,PK104XA-CNV-3522A.01                         ,0,1,"2""-PK104XA-CNV-3522A.01                      ",NONE                     ,-                   ,,60,9/15/2020,9/17/2020,9/22/2020,9/23/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,6.62,1
      92-1,PK104XA-CNV-97726.01-1        ,PK104XA-CNV-97726.01                         ,0,1,"10""-PK104XA-CNV-97726.01                     ",NONE                     ,-                   ,,TUS       ,9/15/2020,9/21/2020,9/23/2020,9/23/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J25       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,5.12,1
      93-1,PK104XA-CNV-97726.02-1        ,PK104XA-CNV-97726.02                         ,0,2,"10""-PK104XA-CNV-97726.02                     ",NONE                     ,-                   ,,TUS       ,9/15/2020,9/17/2020,9/23/2020,9/23/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J25       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,16.98,1
      93-2,PK104XA-CNV-97726.02-2        ,PK104XA-CNV-97726.02                         ,0,2,"10""-PK104XA-CNV-97726.02                     ",NONE                     ,-                   ,,TUS       ,9/15/2020,9/21/2020,9/23/2020,9/23/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J25       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,6.72,1
     111-1,PK104XA-PA-3521.01-1          ,PK104XA-PA-3521.01                           ,0,1,"6""-PK104XA-PA-3521.01                        ",NONE                     ,-                   ,,60,9/15/2020,9/17/2020,9/23/2020,9/24/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,7.03,0
     112-1,PK104XA-PA-3522.01-1          ,PK104XA-PA-3522.01                           ,0,1,"6""-PK104XA-PA-3522.01                        ",NONE                     ,-                   ,,60,9/15/2020,9/23/2020,9/23/2020,9/24/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,7.01,0
     121-1,PK104XA-YB-98341.02-1         ,PK104XA-YB-98341.02                          ,0,2,"8""-PK104XA-YB-98341.02                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/21/2020,9/23/2020,9/23/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.33,0
     121-2,PK104XA-YB-98341.02-2         ,PK104XA-YB-98341.02                          ,1,2,"8""-PK104XA-YB-98341.02                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/23/2020,9/23/2020,9/23/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,2.71,0
     122-1,PK104XA-YB-98342.01-1         ,PK104XA-YB-98342.01                          ,0,1,"8""-PK104XA-YB-98342.01                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/28/2020,9/28/2020,9/29/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,16.9,1
     123-2,PK104XA-YB-98342.02-2         ,PK104XA-YB-98342.02                          ,1,2,"8""-PK104XA-YB-98342.02                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/23/2020,9/28/2020,9/28/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,2.21,0
     125-1,PK104XA-YB-98343.02-1         ,PK104XA-YB-98343.02                          ,0,2,"8""-PK104XA-YB-98343.02                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/21/2020,9/23/2020,9/23/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.33,0
     125-2,PK104XA-YB-98343.02-2         ,PK104XA-YB-98343.02                          ,1,2,"8""-PK104XA-YB-98343.02                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/23/2020,9/24/2020,9/24/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,2.71,0
     127-1,PK104XA-YB-98344.02-1         ,PK104XA-YB-98344.02                          ,0,2,"8""-PK104XA-YB-98344.02                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/21/2020,9/23/2020,9/23/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.33,0
     127-2,PK104XA-YB-98344.02-2         ,PK104XA-YB-98344.02                          ,1,2,"8""-PK104XA-YB-98344.02                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/22/2020,9/24/2020,9/24/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,2.71,0
     128-1,PK104XA-YB-98345.01-1         ,PK104XA-YB-98345.01                          ,0,1,"8""-PK104XA-YB-98345.01                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/23/2020,9/24/2020,9/29/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,14.94,1
     129-1,PK104XA-YB-98345.02-1         ,PK104XA-YB-98345.02                          ,0,2,"8""-PK104XA-YB-98345.02                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/21/2020,9/23/2020,9/23/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,1.2,12.32,0
     129-2,PK104XA-YB-98345.02-2         ,PK104XA-YB-98345.02                          ,1,2,"8""-PK104XA-YB-98345.02                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/22/2020,9/22/2020,9/24/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,2.71,0
     130-1,PK104XA-YB-98346.01-1         ,PK104XA-YB-98346.01                          ,0,1,"8""-PK104XA-YB-98346.01                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/24/2020,9/28/2020,9/29/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,15.05,1
     131-1,PK104XA-YB-98346.02-1         ,PK104XA-YB-98346.02                          ,0,2,"8""-PK104XA-YB-98346.02                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/21/2020,9/23/2020,9/23/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.33,0
     131-2,PK104XA-YB-98346.02-2         ,PK104XA-YB-98346.02                          ,1,2,"8""-PK104XA-YB-98346.02                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/22/2020,9/24/2020,9/24/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,2.71,0
     132-1,PK104XA-YB-98347.01-1         ,PK104XA-YB-98347.01                          ,0,1,"8""-PK104XA-YB-98347.01                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/23/2020,9/28/2020,9/29/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,14.97,1
     203-1,PK110XA-CNV-304.01-1          ,PK110XA-CNV-304.01                           ,0,1,"10""-PK110XA-CNV-304.01                       ",NONE                     ,-                   ,,TUS       ,9/10/2020,9/14/2020,9/14/2020,9/14/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J25       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,110,,19.98,1
     203-2,PK110XA-CNV-304.01-2          ,PK110XA-CNV-304.01                           ,0,1,"10""-PK110XA-CNV-304.01                       ",NONE                     ,-                   ,,TUS       ,9/10/2020,9/14/2020,9/17/2020,9/17/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J25       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,110,,4.74,1
     204-1,PK110XA-CNV-329.01-1          ,PK110XA-CNV-329.01                           ,0,1,"10""-PK110XA-CNV-329.01                       ",NONE                     ,-                   ,,TUS       ,9/10/2020,9/14/2020,9/15/2020,9/15/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J25       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,110,,16.12,1
     204-2,PK110XA-CNV-329.01-2          ,PK110XA-CNV-329.01                           ,0,1,"10""-PK110XA-CNV-329.01                       ",NONE                     ,-                   ,,TUS       ,9/10/2020,9/10/2020,9/14/2020,9/14/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J25       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,110,,0.48,1
     389-2,PM104XA-CNV-97730.02-2        ,PM104XA-CNV-97730.02                         ,0,2,"10""-PM104XA-CNV-97730.02                     ",NONE                     ,-                   ,,6P        ,9/10/2020,9/14/2020,9/14/2020,9/14/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J25       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,19.5,1
     389-3,PM104XA-CNV-97730.02-3        ,PM104XA-CNV-97730.02                         ,0,2,"10""-PM104XA-CNV-97730.02                     ",NONE                     ,-                   ,,6P        ,9/10/2020,9/11/2020,9/14/2020,9/14/2020,,,9/30/2020,,,,,,10/5/2020,B3002     ,,N         ,J25       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,20,1
      44-1,PK101XA-P-1504.01-1           ,PK101XA-P-1504.01                            ,0,1,"8""-PK101XA-P-1504.01                         ",NONE                     ,-                   ,,50,8/18/2020,8/18/2020,8/20/2020,8/25/2020,,,,,,,,,,B3003     ,,FB8       ,J18       ,,,77,9/30/2020,BR        ,7052,1,N/A   ,YES   ,101,,8.63,1
      46-1,PK101XA-P-1508.01-1           ,PK101XA-P-1508.01                            ,0,1,"8""-PK101XA-P-1508.01                         ",NONE                     ,-                   ,,50,8/31/2020,9/2/2020,9/8/2020,9/9/2020,,,,,,,,,,B3003     ,,FB8       ,J18       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,6,3.58,1
      47-1,PK101XA-P-1508.02-1           ,PK101XA-P-1508.02                            ,0,2,"8""-PK101XA-P-1508.02                         ",NONE                     ,-                   ,,50,8/18/2020,8/19/2020,8/19/2020,8/19/2020,,,,,,,,,,B3003     ,,FB8       ,J18       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,,0.33,1
      48-2,PK101XA-P-1508.03-2           ,PK101XA-P-1508.03                            ,0,3,"8""-PK101XA-P-1508.03                         ",NONE                     ,-                   ,,50,8/18/2020,8/19/2020,8/20/2020,8/20/2020,,,,,,,,,,B3003     ,,FB8       ,J18       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,,8.08,1
      48-3,PK101XA-P-1508.03-3           ,PK101XA-P-1508.03                            ,0,3,"8""-PK101XA-P-1508.03                         ",NONE                     ,-                   ,,50,8/17/2020,8/18/2020,8/18/2020,8/19/2020,,,,,,,,,,B3003     ,,FB8       ,J18       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,,4.89,1
      49-1,PK101XA-P-1508.04-1           ,PK101XA-P-1508.04                            ,0,4,"8""-PK101XA-P-1508.04                         ",NONE                     ,-                   ,,50,9/2/2020,9/3/2020,9/8/2020,9/9/2020,,,,,,,,,,B3003     ,,FB8       ,J18       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,,1.08,1
      50-1,PK101XA-P-1508.05-1           ,PK101XA-P-1508.05                            ,0,5,"8""-PK101XA-P-1508.05                         ",NONE                     ,-                   ,,50,8/18/2020,8/19/2020,8/20/2020,8/20/2020,,,,,,,,,,B3003     ,,FB8       ,J18       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,,12.16,1
      51-1,PK101XA-P-1508.06-1           ,PK101XA-P-1508.06                            ,0,6,"8""-PK101XA-P-1508.06                         ",NONE                     ,-                   ,,50,8/18/2020,8/19/2020,8/20/2020,8/26/2020,,,,,,,,,,B3003     ,,FB8       ,J18       ,,,77,9/30/2020,BR        ,7052,1,N/A   ,YES   ,101,,3.68,1
      52-1,PK101XA-P-1603.01-1           ,PK101XA-P-1603.01                            ,0,1,"8""-PK101XA-P-1603.01                         ",NONE                     ,-                   ,,60,8/18/2020,8/19/2020,8/25/2020,8/25/2020,,,,,,,,,,B3003     ,,FB8       ,J13       ,,,110,9/30/2020,BR        ,7052,1,N/A   ,YES   ,101,,8.28,1
      54-1,PK101XA-P-1605.01-1           ,PK101XA-P-1605.01                            ,0,1,"8""-PK101XA-P-1605.01                         ",NONE                     ,-                   ,,60,9/23/2020,9/28/2020,9/28/2020,9/30/2020,,,,,,,,,,B3003     ,,FB8       ,J13       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,,2.53,0
      55-1,PK101XA-P-1607.01-1           ,PK101XA-P-1607.01                            ,0,1,"8""-PK101XA-P-1607.01                         ",NONE                     ,-                   ,,60,8/18/2020,8/18/2020,8/19/2020,8/19/2020,,,,,,,,,,B3003     ,,FB8       ,J13       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,,,1
      56-1,PK101XA-P-1607.02-1           ,PK101XA-P-1607.02                            ,0,2,"8""-PK101XA-P-1607.02                         ",NONE                     ,-                   ,,60,8/31/2020,9/2/2020,9/3/2020,9/3/2020,,,,,,,,,,B3003     ,,FB8       ,J13       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,,12.76,1
      57-1,PK101XA-P-1607.03-1           ,PK101XA-P-1607.03                            ,0,3,"8""-PK101XA-P-1607.03                         ",NONE                     ,-                   ,,60,8/18/2020,8/19/2020,8/25/2020,8/25/2020,,,,,,,,,,B3003     ,,FB8       ,J13       ,,,110,9/30/2020,BR        ,7052,1,N/A   ,YES   ,101,,3.73,1
      59-1,PK101XA-P-1609.01-1           ,PK101XA-P-1609.01                            ,0,1,"6""-PK101XA-P-1609.01                         ",NONE                     ,-                   ,,60,9/23/2020,9/24/2020,9/29/2020,9/30/2020,,,,,,,,,,B3003     ,,FB8       ,J13       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,,9.84,0
     223-1,PM101XA-C-97549.01-1          ,PM101XA-C-97549.01                           ,0,1,"1""-PM101XA-C-97549.01                        ",NONE                     ,-                   ,,6P        ,8/31/2020,9/9/2020,9/14/2020,9/14/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/29/2020,BR        ,7052,1,N/A   ,YES   ,101,,10.88,1
     224-1,PM101XA-C-97550.01-1          ,PM101XA-C-97550.01                           ,0,1,"1""-PM101XA-C-97550.01                        ",NONE                     ,-                   ,,6P        ,8/31/2020,9/3/2020,9/8/2020,9/9/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/29/2020,BR        ,7052,1,N/A   ,YES   ,101,,9.19,1
     225-1,PM101XA-C-97551.01-1          ,PM101XA-C-97551.01                           ,0,1,"1""-PM101XA-C-97551.01                        ",NONE                     ,-                   ,,6P        ,8/31/2020,9/3/2020,9/8/2020,9/8/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/29/2020,BR        ,7052,1,N/A   ,YES   ,101,,9.82,1
     226-1,PM101XA-C-97552.01-1          ,PM101XA-C-97552.01                           ,0,1,"1""-PM101XA-C-97552.01                        ",NONE                     ,-                   ,,6P        ,8/31/2020,9/8/2020,9/14/2020,9/14/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/29/2020,BR        ,7052,1,N/A   ,YES   ,101,,6.07,1
     227-1,PM101XA-C-97553.01-1          ,PM101XA-C-97553.01                           ,0,1,"1""-PM101XA-C-97553.01                        ",NONE                     ,-                   ,,-         ,8/31/2020,9/3/2020,9/3/2020,9/8/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/29/2020,BR        ,7052,1,N/A   ,YES   ,101,,8.4,1
     228-1,PM101XA-C-97554.01-1          ,PM101XA-C-97554.01                           ,0,1,"1""-PM101XA-C-97554.01                        ",NONE                     ,-                   ,,-         ,8/31/2020,9/3/2020,9/8/2020,9/9/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/29/2020,BR        ,7052,1,N/A   ,YES   ,101,,6.63,1
     229-1,PM101XA-C-97555.01-1          ,PM101XA-C-97555.01                           ,0,1,"1""-PM101XA-C-97555.01                        ",NONE                     ,-                   ,,-         ,8/31/2020,9/3/2020,9/8/2020,9/9/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/29/2020,BR        ,7052,1,N/A   ,YES   ,101,,11.35,1
     230-1,PM101XA-C-97556.01-1          ,PM101XA-C-97556.01                           ,0,1,"1""-PM101XA-C-97556.01                        ",NONE                     ,-                   ,,-         ,8/31/2020,9/9/2020,9/14/2020,9/14/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/29/2020,BR        ,7052,1,N/A   ,YES   ,101,,9.14,1
     231-1,PM101XA-C-97557.01-1          ,PM101XA-C-97557.01                           ,0,1,"1""-PM101XA-C-97557.01                        ",NONE                     ,-                   ,,6P        ,8/31/2020,9/10/2020,9/10/2020,9/10/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/29/2020,BR        ,7052,1,N/A   ,YES   ,101,,9.79,1
     232-1,PM101XA-C-97558.01-1          ,PM101XA-C-97558.01                           ,0,1,"1""-PM101XA-C-97558.01                        ",NONE                     ,-                   ,,6P        ,8/31/2020,9/8/2020,9/14/2020,9/14/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/29/2020,BR        ,7052,1,N/A   ,YES   ,101,,5.79,1
     235-2,PM101XA-C-97625.01-2          ,PM101XA-C-97625.01                           ,0,1,"1 1/2""-PM101XA-C-97625.01                    ",NONE                     ,-                   ,,6P        ,9/23/2020,9/30/2020,10/5/2020,10/6/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,,9.58,0
     235-3,PM101XA-C-97625.01-3          ,PM101XA-C-97625.01                           ,0,1,"1 1/2""-PM101XA-C-97625.01                    ",NONE                     ,-                   ,,6P        ,9/23/2020,9/24/2020,9/28/2020,9/29/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,,13.23,0
     237-1,PM101XA-C-97625.03-1          ,PM101XA-C-97625.03                           ,0,3,"1 1/2""-PM101XA-C-97625.03                    ",NONE                     ,-                   ,,6P        ,9/23/2020,9/29/2020,9/30/2020,10/1/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,10/5/2020,BR        ,7052,1,N/A   ,YES   ,101,,23.31,0
     237-2,PM101XA-C-97625.03-2          ,PM101XA-C-97625.03                           ,0,3,"1 1/2""-PM101XA-C-97625.03                    ",NONE                     ,-                   ,,6P        ,9/23/2020,9/28/2020,9/29/2020,9/30/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,101,,13.17,0
     238-1,PM101XA-C-97625.04-1          ,PM101XA-C-97625.04                           ,0,4,"1 1/2""-PM101XA-C-97625.04                    ",NONE                     ,-                   ,,6P        ,8/25/2020,9/2/2020,9/8/2020,9/29/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,101,,23.95,1
     341-1,PM102XA-C-100210.01-1         ,PM102XA-C-100210.01                          ,0,1,"2""-PM102XA-C-100210.01                       ",NONE                     ,-                   ,,6P        ,8/11/2020,8/12/2020,8/17/2020,8/18/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,11.9,1
     342-1,PM102XA-C-100409.01-1         ,PM102XA-C-100409.01                          ,1,1,"3""-PM102XA-C-100409.01                       ",NONE                     ,-                   ,,6P        ,9/23/2020,9/30/2020,10/5/2020,10/6/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,9/28/2020,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,7.94,3
     310-1,PM102XA-C-97608.03-1          ,PM102XA-C-97608.03                           ,0,3,"1 1/2""-PM102XA-C-97608.03                    ",NONE                     ,-                   ,,6P        ,8/31/2020,9/2/2020,9/3/2020,9/3/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,105,9/24/2020,BR        ,7052,1,N/A   ,YES   ,102,,20.99,1
     314-1,PM102XA-C-97626.01-1          ,PM102XA-C-97626.01                           ,0,1,"2""-PM102XA-C-97626.01                        ",NONE                     ,-                   ,,6P        ,8/25/2020,8/31/2020,9/3/2020,9/8/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,102,,21.92,1
     316-1,PM102XA-C-97626.03-1          ,PM102XA-C-97626.03                           ,0,3,"2""-PM102XA-C-97626.03                        ",NONE                     ,-                   ,,6P        ,9/2/2020,9/10/2020,9/14/2020,9/14/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,1.82,1
     317-1,PM102XA-C-97626.04-1          ,PM102XA-C-97626.04                           ,0,4,"2""-PM102XA-C-97626.04                        ",NONE                     ,-                   ,,6P        ,9/2/2020,9/14/2020,9/15/2020,9/17/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/24/2020,BR        ,7052,1,N/A   ,YES   ,102,,2.53,1
     336-2,PM102XA-C-97641.01-2          ,PM102XA-C-97641.01                           ,0,1,"2""-PM102XA-C-97641.01                        ",NONE                     ,-                   ,,6P        ,8/25/2020,8/31/2020,9/3/2020,9/3/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,18.66,1
     338-1,PM102XA-C-98412.01-1          ,PM102XA-C-98412.01                           ,0,1,"3/4""-PM102XA-C-98412.01                      ",NONE                     ,-                   ,,6P        ,8/31/2020,9/14/2020,9/15/2020,9/16/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,9/24/2020,BR        ,7052,1,N/A   ,YES   ,102,,24.52,1
     339-1,PM102XA-C-98412.02-1          ,PM102XA-C-98412.02                           ,0,2,"3/4""-PM102XA-C-98412.02                      ",NONE                     ,-                   ,,6P        ,8/31/2020,9/17/2020,9/22/2020,9/23/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,75,10/5/2020,BR        ,7052,1,N/A   ,YES   ,102,,23.27,1
     357-1,PM102XA-P-3023.01-1           ,PM102XA-P-3023.01                            ,0,1,"2""-PM102XA-P-3023.01                         ",NONE                     ,-                   ,,6P        ,9/17/2020,9/24/2020,9/24/2020,9/24/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,105,10/5/2020,BR        ,7052,1,N/A   ,YES   ,102,,11.71,0
     479-1,PM102XA-SO-97623.01-1         ,PM102XA-SO-97623.01                          ,0,1,"1 1/2""-PM102XA-SO-97623.01                   ",NONE                     ,-                   ,,6P        ,9/2/2020,9/8/2020,9/8/2020,9/10/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,105,,BR        ,7052,16,N/A   ,YES   ,102,,12.34,2
     479-2,PM102XA-SO-97623.01-2         ,PM102XA-SO-97623.01                          ,0,1,"1 1/2""-PM102XA-SO-97623.01                   ",NONE                     ,-                   ,,6P        ,9/2/2020,9/8/2020,9/10/2020,9/10/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,105,,BR        ,7052,16,N/A   ,YES   ,102,,17.84,2
     479-3,PM102XA-SO-97623.01-3         ,PM102XA-SO-97623.01                          ,0,1,"1 1/2""-PM102XA-SO-97623.01                   ",NONE                     ,-                   ,,6P        ,9/2/2020,9/8/2020,9/10/2020,9/10/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,105,,BR        ,7052,16,N/A   ,YES   ,102,,9.81,2
     479-4,PM102XA-SO-97623.01-4         ,PM102XA-SO-97623.01                          ,0,1,"1 1/2""-PM102XA-SO-97623.01                   ",NONE                     ,-                   ,,6P        ,8/31/2020,9/1/2020,9/2/2020,9/3/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,105,9/16/2020,BR        ,7052,16,N/A   ,YES   ,102,,3.97,2
     479-5,PM102XA-SO-97623.01-5         ,PM102XA-SO-97623.01                          ,0,1,"1 1/2""-PM102XA-SO-97623.01                   ",NONE                     ,-                   ,,6P        ,9/2/2020,9/8/2020,9/8/2020,9/9/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,105,,BR        ,7052,16,N/A   ,YES   ,102,,5.73,2
     479-6,PM102XA-SO-97623.01-6         ,PM102XA-SO-97623.01                          ,0,1,"1 1/2""-PM102XA-SO-97623.01                   ",NONE                     ,-                   ,,6P        ,8/31/2020,9/2/2020,9/3/2020,9/3/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,105,9/16/2020,BR        ,7052,16,N/A   ,YES   ,102,,1.42,2
     479-7,PM102XA-SO-97623.01-7         ,PM102XA-SO-97623.01                          ,0,1,"1 1/2""-PM102XA-SO-97623.01                   ",NONE                     ,-                   ,,6P        ,8/18/2020,8/18/2020,8/18/2020,8/18/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,16,N/A   ,YES   ,102,,,2
     375-2,PM102XA-TR-F140EN3.01-2       ,PM102XA-TR-F140EN3.01                        ,0,1,"1""-PM102XA-TR-F140EN3.01                     ",NONE                     ,-                   ,,6P        ,9/17/2020,9/22/2020,9/23/2020,9/24/2020,,,,,,,,,,B3003     ,,FB8       ,J04       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,7.28,0
     380-1,PM102XA-V-97622.05-1          ,PM102XA-V-97622.05                           ,0,5,"1""-PM102XA-V-97622.05                        ",NONE                     ,-                   ,,6P        ,8/31/2020,9/17/2020,9/22/2020,9/22/2020,,,,,,,,,,B3003     ,,FB9       ,J21       ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,102,,14.95,1
     401-2,PM110XA-C-97625.02-2          ,PM110XA-C-97625.02                           ,0,2,"2""-PM110XA-C-97625.02                        ",NONE                     ,-                   ,,6P        ,8/11/2020,8/12/2020,8/12/2020,8/12/2020,,,,,,,,,,B3003     ,,FB8       ,J32       ,,,75,9/29/2020,BR        ,7052,1,N/A   ,YES   ,110,,19.58,1
