spool,piecemark,material,issued,priority_group,priority,area,iso,detailing,checking,shop,on_hold,multiplier,items,missing,missingsupports,missingvalves,missingpipe,missingfittings,missingflanges,workable,pulled,weldout,rts,rtsc,stc,delivered,lifespan,i_p,p_w,w_d_np,w_stc,w_d_p
2233-G,MK-08131X-9897-002G,CS,1/30/2017,,10,31X,2233,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/13/2017,,,4/20/2017,5/22/2017,112,72,1,,7,39
2233-H,MK-08131X-9897-002H,CS,1/30/2017,,10,31X,2233,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,4/20/2017,5/22/2017,112,72,3,,5,37
2234-A,MK-08131X-9897-003A,CS,1/30/2017,,10,31X,2234,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/13/2017,,,4/26/2017,5/22/2017,112,72,1,,13,39
2234-B,MK-08131X-9897-003B,CS,1/30/2017,,10,31X,2234,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,4/20/2017,5/22/2017,112,72,3,,5,37
2234-C,MK-08131X-9897-003C,CS,1/30/2017,,10,31X,2234,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/13/2017,,,4/26/2017,5/22/2017,112,72,1,,13,39
2234-D,MK-08131X-9897-003D,CS,1/30/2017,,10,31X,2234,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/20/2017,5/22/2017,112,72,2,,6,38
2234-E,MK-08131X-9897-003E,CS,1/30/2017,,10,31X,2234,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/13/2017,,,4/26/2017,5/22/2017,112,72,1,,13,39
2234-F,MK-08131X-9897-003F,CS,6/5/2017,,10,31X,2234,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/9/2017,6/10/2017,,,,7/25/2017,50,4,1,45,,
2235-A,MK-08131X-9897-004A,CS,1/31/2017,,10,31X,2235,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/13/2017,,,4/20/2017,5/22/2017,111,71,1,,7,39
2235-B,MK-08131X-9897-004B,CS,1/31/2017,,10,31X,2235,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/7/2017,4/9/2017,,,4/11/2017,5/5/2017,94,66,2,,2,26
2235-C,MK-08131X-9897-004C,CS,1/31/2017,,10,31X,2235,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/9/2017,4/10/2017,,,4/26/2017,5/22/2017,111,68,1,,16,42
2235-D,MK-08131X-9897-004D,CS,1/31/2017,,10,31X,2235,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/21/2017,5/24/2017,113,71,2,,7,40
2236-A,MK-08131X-9898-001A,CS,2/28/2017,,10,31X,2236,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/20/2017,5/22/2017,83,43,2,,6,38
2236-B,MK-08131X-9898-001B,CS,2/28/2017,,10,31X,2236,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/20/2017,5/22/2017,83,43,2,,6,38
2236-C,MK-08131X-9898-001C,CS,2/28/2017,,10,31X,2236,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/20/2017,5/22/2017,83,43,2,,6,38
2236-D,MK-08131X-9898-001D,CS,2/28/2017,,10,31X,2236,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,4/20/2017,5/22/2017,83,43,3,,5,37
2236-E,MK-08131X-9898-001E,CS,2/28/2017,,10,31X,2236,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/21/2017,3/24/2017,,,,4/26/2017,57,21,3,33,,
2237-A,MK-08131X-9898-002A,CS,2/28/2017,,10,31X,2237,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/13/2017,,,4/20/2017,5/22/2017,83,43,1,,7,39
2237-B,MK-08131X-9898-002B,CS,2/28/2017,,10,31X,2237,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/13/2017,,,4/20/2017,5/22/2017,83,43,1,,7,39
2237-C,MK-08131X-9898-002C,CS,2/28/2017,,10,31X,2237,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,4/20/2017,5/22/2017,83,43,3,,5,37
2237-D,MK-08131X-9898-002D,CS,2/28/2017,,10,31X,2237,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/20/2017,5/22/2017,83,43,2,,6,38
2237-E,MK-08131X-9898-002E,CS,2/28/2017,,10,31X,2237,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,4/20/2017,5/22/2017,83,43,3,,5,37
2237-F,MK-08131X-9898-002F,CS,2/28/2017,,10,31X,2237,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/20/2017,5/22/2017,83,43,2,,6,38
2237-G,MK-08131X-9898-002G,CS,2/28/2017,,10,31X,2237,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,,5/22/2017,83,43,2,38,,
2237-H,MK-08131X-9898-002H,CS,2/28/2017,,10,31X,2237,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/20/2017,5/22/2017,83,43,2,,6,38
2238-A,MK-08131X-9898-003A,CS,3/21/2017,,10,31X,2238,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/26/2017,5/22/2017,62,22,2,,12,38
2238-B,MK-08131X-9898-003B,CS,3/21/2017,,10,31X,2238,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/26/2017,5/22/2017,62,22,2,,12,38
2238-C,MK-08131X-9898-003C,CS,3/21/2017,,10,31X,2238,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,4/20/2017,5/22/2017,62,22,3,,5,37
2238-D,MK-08131X-9898-003D,CS,3/21/2017,,10,31X,2238,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,4/20/2017,5/22/2017,62,22,3,,5,37
2238-E,MK-08131X-9898-003E,CS,3/21/2017,,10,31X,2238,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/13/2017,,,4/26/2017,5/22/2017,62,22,1,,13,39
2238-F,MK-08131X-9898-003F,CS,3/21/2017,,10,31X,2238,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/7/2017,4/9/2017,,,4/11/2017,5/5/2017,45,17,2,,2,26
2239-A,MK-08131X-9898-004A,CS,3/21/2017,,10,31X,2239,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/20/2017,5/22/2017,62,22,2,,6,38
2239-B,MK-08131X-9898-004B,CS,3/21/2017,,10,31X,2239,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/7/2017,4/10/2017,,,4/11/2017,5/5/2017,45,17,3,,1,25
2239-C,MK-08131X-9898-004C,CS,3/21/2017,,10,31X,2239,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/9/2017,4/10/2017,,,4/26/2017,5/22/2017,62,19,1,,16,42
2239-D,MK-08131X-9898-004D,CS,3/21/2017,,10,31X,2239,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,4/21/2017,5/24/2017,64,22,3,,6,39
2240-A,MK-08131X-9899-001A,CS,4/8/2017,,10,31X,2240,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/25/2017,5/1/2017,,,,7/12/2017,95,17,6,72,,
2240-B,MK-08131X-9899-001B,CS,4/8/2017,,10,31X,2240,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/24/2017,4/27/2017,,,,5/31/2017,53,16,3,34,,
2240-C,MK-08131X-9899-001C,CS,4/8/2017,,10,31X,2240,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/26/2017,,,,5/18/2017,40,14,4,22,,
2240-D,MK-08131X-9899-001D,CS,4/8/2017,,10,31X,2240,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/24/2017,4/27/2017,,,,5/23/2017,45,16,3,26,,
2240-E,MK-08131X-9899-001E,CS,3/13/2017,,10,31X,2240,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/21/2017,3/26/2017,,,4/20/2017,5/22/2017,70,8,5,,25,57
2241-A,MK-08131X-9899-002A,CS,3/21/2017,,10,31X,2241,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/20/2017,5/22/2017,62,22,2,,6,38
2241-B,MK-08131X-9899-002B,CS,3/21/2017,,10,31X,2241,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/26/2017,5/22/2017,62,22,2,,12,38
2241-C,MK-08131X-9899-002C,CS,3/21/2017,,10,31X,2241,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,4/20/2017,5/22/2017,62,22,3,,5,37
2241-D,MK-08131X-9899-002D,CS,3/21/2017,,10,31X,2241,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/26/2017,5/22/2017,62,22,2,,12,38
2241-E,MK-08131X-9899-002E,CS,3/21/2017,,10,31X,2241,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/20/2017,5/22/2017,62,22,2,,6,38
2241-F,MK-08131X-9899-002F,CS,3/21/2017,,10,31X,2241,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/14/2017,,,4/20/2017,5/22/2017,62,22,2,,6,38
2241-G,MK-08131X-9899-002G,CS,3/21/2017,,10,31X,2241,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/17/2017,,,,6/9/2017,80,22,5,53,,
2241-H,MK-08131X-9899-002H,CS,3/21/2017,,10,31X,2241,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/13/2017,,,4/26/2017,5/22/2017,62,22,1,,13,39
2242-A,MK-08131X-9899-003A,CS,4/12/2017,,10,31X,2242,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,6/21/2017,,,,7/24/2017,103,10,60,33,,
2242-B,MK-08131X-9899-003B,CS,4/12/2017,,10,31X,2242,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/25/2017,,,,5/23/2017,41,10,3,28,,
2242-C,MK-08131X-9899-003C,CS,4/12/2017,,10,31X,2242,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/25/2017,,,,5/23/2017,41,10,3,28,,
2242-D,MK-08131X-9899-003D,CS,4/12/2017,,10,31X,2242,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/26/2017,,,,5/18/2017,36,10,4,22,,
2242-E,MK-08131X-9899-003E,CS,4/12/2017,,10,31X,2242,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/26/2017,,,,5/18/2017,36,10,4,22,,
2242-F,MK-08131X-9899-003F,CS,4/12/2017,,10,31X,2242,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/26/2017,,,,5/18/2017,36,10,4,22,,
2243-A,MK-08131X-9899-004A,CS,4/13/2017,,10,31X,2243,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/17/2017,4/20/2017,,,4/20/2017,5/11/2017,28,4,3,,0,21
2243-B,MK-08131X-9899-004B,CS,4/5/2017,,10,31X,2243,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/25/2017,,,,5/18/2017,43,17,3,23,,
2243-C,MK-08131X-9899-004C,CS,4/5/2017,,10,31X,2243,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/13/2017,,,4/20/2017,5/22/2017,47,7,1,,7,39
2243-D,MK-08131X-9899-004D,CS,4/13/2017,,10,31X,2243,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/17/2017,4/29/2017,,,,7/12/2017,90,4,12,74,,
2244-A,MK-08131X-9900-001A,CS,4/13/2017,,10,31X,2244,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/17/2017,4/27/2017,,,,5/31/2017,48,4,10,34,,
2244-B,MK-08131X-9900-001B,CS,4/13/2017,,10,31X,2244,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/20/2017,5/1/2017,,,,7/12/2017,90,7,11,72,,
2244-C,MK-08131X-9900-001C,CS,4/13/2017,,10,31X,2244,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/27/2017,,,,5/31/2017,48,9,5,34,,
2244-D,MK-08131X-9900-001D,CS,4/13/2017,,10,31X,2244,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/27/2017,,,,5/23/2017,40,9,5,26,,
2244-E,MK-08131X-9900-001E,CS,3/15/2017,,10,31X,2244,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/30/2017,4/1/2017,,,4/20/2017,5/22/2017,68,15,2,,19,51
2245-A,MK-08131X-9900-002A,CS,4/13/2017,,10,31X,2245,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/26/2017,,,,5/18/2017,35,9,4,22,,
2245-B,MK-08131X-9900-002B,CS,4/13/2017,,10,31X,2245,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/26/2017,,,,5/18/2017,35,9,4,22,,
2245-C,MK-08131X-9900-002C,CS,4/13/2017,,10,31X,2245,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/24/2017,4/27/2017,,,,5/31/2017,48,11,3,34,,
2245-D,MK-08131X-9900-002D,CS,4/13/2017,,10,31X,2245,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/26/2017,,,,5/18/2017,35,9,4,22,,
